" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","295.1924324625"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"796","12042","-1108.5184535269","0.0000835209","0.9890304800","3.0051719795","484.8740141592","299.4754268435","185.3985873157","174.2814205824","240.4413740058","-66.1599534234","-72.1402313317","5.9802779084","150.4504958764","111.6284359735","-21.6375578441","-181.0234085921","159.3858507481","5.0394904140","12.1718063346","133.2379315962","0.0012675316","0.0000000000"
"797","14574","-1108.5217935591","0.0000832424","0.9891137223","3.0071631796","484.8760053593","299.6872470314","185.1887583279","174.4932407703","240.4792266489","-65.9859858786","-71.9947273108","6.0087414322","150.4141119460","110.9736542852","-20.9085395823","-180.8421665160","159.9336269337","5.1046341660","12.7619430514","132.5469000642","0.0006346644","0.0000000000"
"798","16558","-1108.5277529751","0.0000827478","0.9891964701","3.0107159566","484.8795581363","299.4513124623","185.4282456740","174.2573062012","238.2691812729","-64.0118750717","-69.9842994568","5.9724243851","151.2861175962","108.0551790521","-21.0721153753","-180.8525968832","159.7804815078","5.1003387262","12.6407821801","133.5443133933","0.0006832965","0.0000000000"
"799","15685","-1108.5299924856","0.0000825627","0.9892790327","3.0120510674","484.8808932471","300.6873391010","184.1935541462","175.4933328399","239.2956369034","-63.8023040635","-69.8475284167","6.0452243532","150.6936508186","110.5442922691","-21.9423061842","-179.3203847620","157.3780785777","4.9810364174","13.1876815629","132.5238594406","0.0010733976","0.0000000000"
"800","1000","-1108.5395222207","0.0000817796","0.9893608123","3.0177323328","484.8865745125","301.3522247517","183.5343497608","176.1582184906","246.5047537936","-70.3465353030","-76.3213764181","5.9748411151","152.1969230347","114.8919830315","-20.5841522726","-180.3760300412","159.7918777686","5.2997567453","13.6908580057","133.2015004895","0.0048077941","0.0000000000"
"801","14780","-1108.5460288596","0.0000812492","0.9894420615","3.0216113432","484.8904535229","300.0674251232","184.8230283998","174.8734188621","237.1082511203","-62.2348322582","-68.2912028112","6.0563705530","150.8607022615","105.6771805751","-19.4296317163","-178.5205141007","159.0908823844","5.2313873056","12.8771008993","132.7517087250","0.0005053317","0.0000000000"
"802","4703","-1108.5495983535","0.0000809597","0.9895230212","3.0237393396","484.8925815193","299.7293780623","185.1632034570","174.5353718012","242.4870114147","-67.9516396134","-73.9676982186","6.0160586052","150.0104970172","113.4902227174","-21.0137083199","-180.6081893034","159.5944809835","5.0966370714","12.5551578639","132.3572947563","0.0014073255","0.0000000000"
"803","2133","-1108.5724977843","0.0000791268","0.9896021481","3.0373911086","484.9062332883","302.4225797862","182.4836535021","177.2285735251","258.1301706275","-80.9015971024","-87.1482061435","6.2466090411","149.8220124722","128.7686756513","-20.4605174960","-174.2272142449","153.7666967489","4.8116313907","12.2614048986","132.7487217369","0.0002544461","0.0000000000"
"804","17084","-1108.5744401218","0.0000789733","0.9896811214","3.0385490562","484.9073912359","299.6980082431","185.2093829928","174.5040019820","239.8627321372","-65.3587301552","-71.4089629233","6.0502327681","150.3719783745","110.3083831956","-20.8176294329","-180.8294981284","160.0118686955","5.1253938760","12.8958223574","132.3498368120","0.0009253291","0.0000000000"
"805","3734","-1108.5761477293","0.0000788386","0.9897599599","3.0395670668","484.9084092466","299.6201402690","185.2882689775","174.4261340079","240.1651312727","-65.7389972648","-71.8281643967","6.0891671319","151.6254639579","107.8101693888","-19.2705020740","-180.1696359088","160.8991338348","5.2133894017","12.5116074497","133.8949845640","0.0054825425","0.0000000000"
"806","19259","-1108.5768191660","0.0000787856","0.9898387456","3.0399673518","484.9088095315","299.6810913156","185.2277182160","174.4870850545","243.8269820853","-69.3379738204","-75.3366993900","5.9987255696","151.1854562570","113.8682457873","-21.2267199590","-181.1535513897","159.9268314307","5.1177060633","11.9813491861","134.0854813933","0.0009196143","0.0000000000"
"807","14367","-1108.5795144250","0.0000785736","0.9899173191","3.0415741627","484.9104163424","300.7320854870","184.1783308554","175.5380792259","241.8654724940","-66.3273932681","-72.3677410223","6.0403477542","151.1381151401","111.7877740664","-21.0604167125","-180.8617714081","159.8013546956","5.1273566821","13.1098991026","132.8977418866","0.0031174689","0.0000000000"
"808","24628","-1108.5797391147","0.0000785559","0.9899958751","3.0417081141","484.9105502938","299.5359920308","185.3745582630","174.3419857697","238.0646819052","-63.7226961355","-69.7035811212","5.9808849858","151.1555661272","107.2309687072","-20.3218529292","-181.1876812240","160.8658282948","5.1661493110","12.7526769679","133.2366198768","0.0001199715","0.0000000000"
"809","19516","-1108.5842417182","0.0000782030","0.9900740781","3.0443923949","484.9132345746","300.0393955788","184.8738389958","174.8453893177","238.6496873691","-63.8063684023","-69.8317674362","6.0253990338","151.8325599070","108.1510337646","-21.3339063024","-179.6845983592","158.3506920567","5.0659756632","12.6333869769","134.1326090769","0.0005881900","0.0000000000"
"810","2361","-1108.5847363432","0.0000781643","0.9901522424","3.0446872715","484.9135294512","302.2758772717","182.6376521795","177.0818710106","246.3435696374","-69.2616986268","-75.2737350590","6.0120364322","150.2607050324","119.6711825174","-23.5883179124","-179.8838822124","156.2955643001","5.0538484386","13.7944923431","131.3579617437","0.0544025071","0.0000000000"
"811","2204","-1108.5920957330","0.0000775912","0.9902298336","3.0490746596","484.9179168393","300.1694605716","184.7484562677","174.9754543105","243.4807414042","-68.5052870938","-74.5728426397","6.0675555460","150.4151389161","115.7950172121","-22.7294147239","-183.2253211448","160.4959064209","5.1502227521","12.9054136877","132.3488738831","0.0106285932","0.0000000000"
"812","3013","-1108.5998730464","0.0000769901","0.9903068237","3.0537111977","484.9225533775","301.5377495797","183.3848037977","176.3437433186","240.4565616836","-64.1128183650","-70.4064217425","6.2936033775","150.0513660224","104.5627610337","-14.1575653725","-171.3171678474","157.1596024749","5.1449826675","11.8176004001","133.0570605874","0.0317223674","0.0000000000"
"813","23974","-1108.6013055326","0.0000768799","0.9903837036","3.0545651915","484.9234073712","300.6421775610","184.2812298102","175.4481713000","247.6054953766","-72.1573240767","-78.1379041322","5.9805800555","150.9535050834","118.9131757874","-22.2611854942","-179.5256051871","157.2644196929","5.0223114907","12.5496357176","133.3802677314","0.0012901438","0.0000000000"
"814","22094","-1108.6082686876","0.0000763464","0.9904600500","3.0587163595","484.9275585392","300.0561784172","184.8713801219","174.8621721562","235.5359259008","-60.6737537446","-66.6647734734","5.9910197288","151.4985042527","105.0559584565","-21.0185368084","-182.9751859814","161.9566491730","5.2169390870","12.6855893094","133.5613483074","0.0346275489","0.0000000000"
"815","1905","-1108.6125967040","0.0000760167","0.9905360668","3.0612965581","484.9301387378","300.5631294656","184.3670092722","175.3691232045","245.5282816278","-70.1591584232","-76.2048821911","6.0457237679","150.1018881718","116.5628118866","-21.1364184306","-180.4955077715","159.3590893409","5.1335594844","12.9941396075","131.9726686937","0.0015203863","0.0000000000"
"816","14125","-1108.6260739777","0.0000749991","0.9906110658","3.0693311956","484.9381733754","299.7228665499","185.2153068254","174.5288602888","240.8698470762","-66.3409867874","-72.3127139955","5.9717272081","151.8112149178","110.2566623317","-21.1980301733","-180.2772168833","159.0791867099","5.0861189309","12.6060875318","134.1179701213","0.0010383338","0.0000000000"
"817","4312","-1108.6282607475","0.0000748353","0.9906859011","3.0706348646","484.9394770443","300.0897504700","184.8497265743","174.8957442089","238.2010044941","-63.3052602852","-69.3075245928","6.0022643076","151.4158906032","106.9411545161","-20.1560406253","-180.2155518002","160.0595111749","5.2037014574","12.7395728559","133.4726006919","0.0000155980","0.0000000000"
"818","9149","-1108.6333337994","0.0000744566","0.9907603577","3.0736592250","484.9425014047","301.3007078485","183.6417935562","176.1067015874","240.8939471066","-64.7872455192","-70.7888586767","6.0016131575","151.0156598167","112.5131634163","-22.6348761265","-178.8205882663","156.1857121398","4.9157262975","13.1455386710","132.9532095885","0.0011852597","0.0000000000"
"819","4230","-1108.6435169235","0.0000737022","0.9908340599","3.0797300160","484.9485721957","298.8116616722","186.1369105235","173.6176554111","236.6257621173","-63.0081067062","-68.9986495001","5.9905427938","152.0722990765","105.2350443677","-20.6815813268","-183.5112312633","162.8296499365","5.2140758729","12.9994964832","133.8582864863","0.0004402341","0.0000000000"
"820","16524","-1108.6443515067","0.0000736407","0.9909077006","3.0802275627","484.9490697424","299.8139252954","185.1351444470","174.6199190343","239.3636215416","-64.7437025073","-70.7441970219","6.0004945146","150.1246966719","108.9117117208","-19.6727868510","-179.4410484743","159.7682616233","5.2249143078","12.7627357857","132.1369029105","0.0001436679","0.0000000000"
"821","19322","-1108.6485437674","0.0000733327","0.9909810333","3.0827268290","484.9515690087","300.0114302793","184.9401387294","174.8174240182","237.7754468246","-62.9580228064","-68.9719476009","6.0139247946","152.4365452182","104.4951318156","-19.1562302092","-180.8476594332","161.6914292239","5.2682194064","13.0571022712","134.0997014125","0.0115221282","0.0000000000"
"822","12132","-1108.6494245925","0.0000732681","0.9910543014","3.0832519433","484.9520941231","299.4655199680","185.4865741551","174.2715137069","239.3580172087","-65.0865035018","-71.0638369151","5.9773334133","151.2725965643","109.4270858152","-21.3416651708","-181.2185747001","159.8769095294","5.1034094486","12.6626879210","133.5057647695","0.0007344252","0.0000000000"
"823","7189","-1108.6551411139","0.0000728505","0.9911271519","3.0866599158","484.9555020956","299.9452531604","185.0102489352","174.7512468993","240.0461112515","-65.2948643522","-71.3193395604","6.0244752082","150.7529628857","110.4499958332","-21.1568474675","-180.4284661804","159.2716187129","5.0895753579","12.8814378772","132.7809524245","0.0009972261","0.0000000000"
"824","12018","-1108.6562351736","0.0000727708","0.9911999227","3.0873121526","484.9561543323","302.3029062382","182.6532480941","177.1088999771","247.4728702304","-70.3639702534","-76.3781709785","6.0142007251","148.9069042720","122.9140073266","-24.3480413682","-178.0700404147","153.7219990465","4.6784838943","12.1910094117","132.0113597763","0.0260511897","0.0000000000"
"825","2328","-1108.6590200609","0.0000725684","0.9912724911","3.0889723964","484.9578145761","300.5373878303","184.4204267458","175.3433815692","245.5147955346","-70.1714139654","-76.1744176419","6.0030036765","151.8409420036","117.1204267552","-23.4465732241","-183.0961405883","159.6495673641","5.0736503190","12.8140567840","133.9360216884","0.0172132122","0.0000000000"
"826","7351","-1108.6815476860","0.0000709519","0.9913434430","3.1024025089","484.9712446886","301.4240232955","183.5472213932","176.2300170344","240.8519732453","-64.6219562109","-70.6597780741","6.0378218631","151.1807811595","111.7683794406","-22.0971873548","-178.3897112004","156.2925238456","4.9366621304","13.2967601189","132.9455526993","0.0018062110","0.0000000000"
"827","11592","-1108.6848122672","0.0000707207","0.9914141636","3.1043487280","484.9731909077","299.3712200939","185.6019708138","174.1772138328","238.3235746453","-64.1463608125","-70.1312632073","5.9849023948","151.0809997206","108.0320722968","-20.7894973722","-181.1792761706","160.3897787984","5.1311380935","12.7067482579","133.2423768083","0.0007365609","0.0000000000"
"828","1843","-1108.6902903183","0.0000703343","0.9914844979","3.1076145335","484.9764567132","301.7765127357","183.1999439775","176.5825064747","245.2904327368","-68.7079262621","-74.6985856301","5.9906593680","151.4368272803","116.9763932514","-23.1227877949","-181.8739978248","158.7512100299","5.0679345574","14.0825961777","132.2835315904","0.0027649548","0.0000000000"
"829","18974","-1108.6909422054","0.0000702885","0.9915547864","3.1080031638","484.9768453435","299.6678228543","185.3090224891","174.4738165933","240.3083545473","-65.8345379541","-71.8495670752","6.0150291211","150.5216877195","110.6837047580","-20.8970379302","-180.9664830355","160.0694451053","5.1139278098","12.8203836941","132.5864412874","0.0009349283","0.0000000000"
"830","14922","-1108.6919617732","0.0000702168","0.9916250032","3.1086109913","484.9774531710","301.3508123363","183.6266408347","176.1568060752","242.3008116757","-66.1440056004","-72.0994197396","5.9554141392","151.4195930343","112.5224837675","-21.6412651262","-180.9861133083","159.3448481821","5.0957368428","12.7274077438","133.5599008998","0.0365475478","0.0000000000"
"831","4582","-1108.6938504769","0.0000700843","0.9916950876","3.1097369645","484.9785791443","300.6270715542","184.3515075900","175.4330652932","245.5684343743","-70.1353690812","-76.1509637469","6.0155946657","151.1218192519","116.1883857317","-21.7417706093","-179.4362402184","157.6944696090","5.0488009307","12.7972376826","133.2739982621","0.0017823765","0.0000000000"
"832","15523","-1108.7012081924","0.0000695706","0.9917646582","3.1141233544","484.9829655341","299.5384700804","185.4444954537","174.3444638193","240.4887955927","-66.1443317733","-72.1768588452","6.0325270718","150.2991247704","110.7538528636","-20.5641820414","-181.1028704849","160.5386884435","5.1301626959","12.8845515699","132.2832780051","0.0011324995","0.0000000000"
"833","16621","-1108.7074473495","0.0000691379","0.9918337960","3.1178429024","484.9866850821","300.2265484580","184.7601366241","175.0325421970","240.9693985823","-65.9368563853","-71.9323283895","5.9954720041","152.3063573483","111.3481926347","-22.6851514007","-181.1160819353","158.4309305346","5.0167589544","13.3164993429","133.9725731707","0.0005258802","0.0000000000"
"834","4846","-1108.7086567695","0.0000690543","0.9919028503","3.1185639126","484.9874060923","300.8958351732","184.0915709191","175.7018289121","239.9295123082","-64.2276833961","-70.2297476365","6.0020642404","151.4067995909","110.3697075253","-21.8469948080","-179.7227480245","157.8757532165","4.9691271823","12.7669908788","133.6695256958","0.0011558340","0.0000000000"
"835","12091","-1108.7099386512","0.0000689658","0.9919718162","3.1193281216","484.9881703014","299.6038025845","185.3843677169","174.4097963234","240.7878865283","-66.3780902049","-72.3989927707","6.0209025658","150.2191129739","111.1990700600","-20.6302965056","-181.1861756111","160.5558791054","5.1369090392","12.8339380165","132.2475456390","0.0007202792","0.0000000000"
"836","2081","-1108.7144382043","0.0000686562","0.9920404724","3.1220105839","484.9908527636","301.5340447204","183.4568080432","176.3400384593","244.0710946651","-67.7310562058","-73.7417923930","6.0107361872","150.2370629606","117.8545028310","-24.0204711265","-181.2381700718","157.2176989453","4.9576877699","12.5368843890","132.7322595695","0.0102312323","0.0000000000"
