" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","268.5041409144"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"945","1045","-1150.6980290063","0.0000373316","0.9983064441","3.6486532363","525.9304149965","368.8826118647","157.0478031318","257.9964920335","295.6244126133","-37.6279205798","-43.9415760527","6.3136554729","142.8555784561","159.1867527274","-6.4179185702","-135.7389970915","129.3210785213","4.4736405645","10.6768427643","127.7050951273","0.0000000000","0.0000000000"
"946","5050","-1150.7021191980","0.0000371792","0.9983436233","3.6510916529","525.9328534131","367.5180110212","158.4148423919","256.6318911900","294.1482204719","-37.5163292819","-43.4014084446","5.8850791627","133.4926579888","170.6262273973","-9.9706649142","-143.9734987688","134.0028338547","4.9599259880","14.8986539526","113.6340780482","0.0000000000","0.0000000000"
"947","10692","-1150.7147617233","0.0000367121","0.9983803354","3.6586286452","525.9403904055","368.0860286216","157.8543617839","257.1999087904","298.7610385891","-41.5611297987","-47.3887591100","5.8276293113","133.5747070985","175.6044610553","-10.4181295647","-145.3038127291","134.8856831645","5.0271107489","15.2865859775","113.2610103720","0.0000000000","0.0000000000"
"948","720","-1150.7243435794","0.0000363620","0.9984166975","3.6643409830","525.9461027433","368.7939263914","157.1521763519","257.9078065602","297.8146447744","-39.9068382142","-45.8360854541","5.9292472398","138.9031873643","169.2951733948","-10.3837159847","-141.7152476493","131.3315316646","4.7031836654","13.2948372429","120.9051664560","0.0000000000","0.0000000000"
"949","11300","-1150.7297542541","0.0000361658","0.9984528633","3.6675666214","525.9493283816","366.0329839485","159.9163444331","255.1468641173","291.5522973887","-36.4054332714","-42.1775414123","5.7721081409","135.7401251980","168.5936954470","-12.7815232563","-152.6174396240","139.8359163677","5.1578064376","20.1883692642","110.3939494962","0.0000000000","0.0000000000"
"950","11582","-1150.7332077442","0.0000360411","0.9984889044","3.6696254607","525.9513872210","366.6963184932","159.2550687277","255.8101986620","292.8986293872","-37.0884307252","-42.9187347102","5.8303039850","134.3190732997","168.6030075044","-10.0234514169","-145.6061704782","135.5827190613","4.9624520107","14.7162645194","114.6403567695","0.0000000000","0.0000000000"
"951","6870","-1150.7423877728","0.0000357118","0.9985246162","3.6750982443","525.9568600046","367.1523838706","158.8044761339","256.2662640394","297.1043921765","-40.8381281371","-46.6710233863","5.8328952492","133.1322841145","174.1860611564","-10.2139530944","-143.9510552078","133.7371021134","4.9732737332","15.1443260607","113.0146843206","0.0000000000","0.0000000000"
"952","7244","-1150.7508091317","0.0000354123","0.9985600286","3.6801187380","525.9618804982","365.6889315158","160.2729489824","254.8028116846","292.5385375006","-37.7357258160","-43.5053131158","5.7695872998","136.9712491321","168.5919064586","-13.0246180902","-153.8736342764","140.8490161862","5.0614507902","20.4515411375","111.4582572044","0.0000000000","0.0000000000"
"953","3307","-1150.7520480737","0.0000353685","0.9985953970","3.6808573480","525.9626191082","365.9638562505","159.9987628577","255.0777364193","293.6958669864","-38.6181305671","-44.4020442860","5.7839137189","136.5196617504","170.0347841059","-12.8585788700","-153.3898598379","140.5312809679","5.0844283642","19.3728188847","112.0624145016","0.0000000000","0.0000000000"
"954","11534","-1150.7597766043","0.0000350962","0.9986304932","3.6854648037","525.9672265640","369.0426082817","156.9246182823","258.1564884504","302.3480650413","-44.1915765909","-50.2235837809","6.0320071901","138.9788736590","171.3100315600","-7.9408401777","-138.0239748051","130.0831346273","4.6479242226","12.8878587855","121.4430906509","0.0000000000","0.0000000000"
"955","12676","-1150.7630218849","0.0000349825","0.9986654757","3.6873995165","525.9691612768","368.1742109277","157.7949503490","257.2880910965","298.8791350372","-41.5910439408","-47.3868451763","5.7958012355","132.5975451731","176.9939236036","-10.7123337395","-145.1929054634","134.4805717239","5.0967553402","16.4843079212","111.0164819117","0.0000000000","0.0000000000"
"956","11382","-1150.7632565583","0.0000349743","0.9987004500","3.6875394198","525.9693011801","368.5804510828","157.3888500972","257.6943312516","300.0299732278","-42.3356419762","-48.2612256285","5.9255836523","133.1922739006","176.2985621343","-9.4608628072","-142.6441143004","133.1832514932","5.0522654052","14.7810743752","113.3589341203","0.0000000000","0.0000000000"
"957","12673","-1150.7691493549","0.0000347688","0.9987352187","3.6910524809","525.9728142411","367.0854432613","158.8873709798","256.1993234301","296.1759828440","-39.9766594139","-45.8481133419","5.8714539279","133.3198072669","172.4839178246","-9.6277422475","-144.1764084212","134.5486661738","5.1365865233","15.6087419614","112.5744787822","0.0000000000","0.0000000000"
"958","2901","-1150.7696041010","0.0000347530","0.9987699717","3.6913235832","525.9730853435","366.4545560582","159.5185292852","255.5684362270","290.8720574049","-35.3039901558","-41.1236730423","5.8196828865","134.9513590073","166.2018852654","-10.2811868678","-146.0947981759","135.8136113082","4.9149796200","14.4715565398","115.5648228475","0.0000000000","0.0000000000"
"959","6386","-1150.7701430876","0.0000347342","0.9988047059","3.6916449065","525.9734066667","365.2770011929","160.6964054738","254.3908813617","294.5215805719","-40.1306992103","-45.8623470793","5.7316478690","137.0915717737","170.3465547230","-12.9165459247","-154.2932877220","141.3767417972","5.0985994210","20.2463632367","111.7466091160","0.0000000000","0.0000000000"
"960","1514","-1150.7818865627","0.0000343287","0.9988390346","3.6986459193","525.9804076796","367.1841204074","158.7962872722","256.2980005761","291.9473419817","-35.6493414056","-41.4597046844","5.8103632788","137.8473978585","162.8121030255","-8.7121589022","-148.1840313562","139.4718724540","5.3218558680","17.0202225717","115.5053194187","0.0000000000","0.0000000000"
"961","825","-1150.7842579225","0.0000342474","0.9988732821","3.7000596338","525.9818213940","367.1032843983","158.8785369957","256.2171645671","291.4501783314","-35.2330137643","-41.5675568665","6.3345431022","142.4509269327","153.6554966055","-4.6562452067","-138.6324453492","133.9762001425","4.7028227337","10.7132639830","127.0348402160","0.0000000000","0.0000000000"
"962","10682","-1150.7990917562","0.0000337431","0.9989070252","3.7089030007","525.9906647610","367.8521644709","158.1385002901","256.9660446396","296.5832558456","-39.6172112060","-45.5560104373","5.9387992312","132.8787611023","173.3948471657","-9.6903524224","-143.4326754199","133.7423229975","5.0081430390","15.1143652251","112.7562528381","0.0000000000","0.0000000000"
"963","5077","-1150.8039498748","0.0000335796","0.9989406048","3.7117992261","525.9935609864","367.7309951959","158.2625657905","256.8448753646","300.0862949232","-43.2410953324","-49.0413622679","5.8002669355","133.4109190892","177.1967121235","-10.5213362896","-144.5030931412","133.9817568516","4.9784111045","15.8797555071","112.5527524777","0.0000000000","0.0000000000"
"964","8490","-1150.8081653133","0.0000334384","0.9989740432","3.7143123101","525.9960740704","368.7663525654","157.2297215050","257.8802327341","299.2903464964","-41.4101137622","-47.2284078671","5.8182941049","133.0447442540","176.8149256072","-10.5693233648","-144.2362338453","133.6669104805","5.0161338403","16.2047340412","111.8238763725","0.0000000000","0.0000000000"
"965","11044","-1150.8095877923","0.0000333908","0.9990074340","3.7151603379","525.9969220982","366.5141392580","159.4827828402","255.6280194267","292.4849992229","-36.8569494255","-42.6099936720","5.7530442465","136.0574484552","169.3685688354","-12.9410180677","-152.6110225099","139.6700044422","5.1120169523","20.0051772605","110.9402542424","0.0000000000","0.0000000000"
"966","8766","-1150.8119574010","0.0000333118","0.9990407458","3.7165730085","525.9983347687","367.7373543701","158.2609803986","256.8512345389","298.0177077801","-41.1664732413","-46.9599711489","5.7934979076","133.8895922712","175.0559139556","-10.9277984466","-147.2303091494","136.3025107028","5.0287004802","16.3689381678","112.4919536232","0.0000000000","0.0000000000"
"967","9039","-1150.8215866279","0.0000329926","0.9990737384","3.7223135870","526.0040753472","367.0681792185","158.9358961287","256.1820593873","296.7745560026","-40.5924966154","-46.3866021106","5.7941054952","135.4660183840","171.9361883301","-10.6276507114","-148.3794534611","137.7518027497","5.2757908870","16.9112055970","113.2790219000","0.0000000000","0.0000000000"
"968","1675","-1150.8274061483","0.0000328011","0.9991065395","3.7257829635","526.0075447238","365.0579987430","160.9495459808","254.1718789118","291.8248376345","-37.6529587227","-43.4776674183","5.8247086956","136.4685026969","167.8871828142","-12.5308478766","-154.1765502295","141.6457023529","5.1100232676","20.1940381885","111.1644412408","0.0000000000","0.0000000000"
"969","9112","-1150.8334746483","0.0000326027","0.9991391422","3.7294007722","526.0111625325","367.4304150831","158.5807474494","256.5442952518","297.1959627474","-40.6516674956","-46.5334006573","5.8817331617","133.5675544843","173.8132812330","-10.1848729698","-144.5488525109","134.3639795411","4.9896287548","15.5931540789","112.9847716506","0.0000000000","0.0000000000"
"970","4631","-1150.8441958629","0.0000322550","0.9991713972","3.7357923522","526.0175541125","368.1592317677","157.8583223448","257.2731119365","295.6402127773","-38.3671008409","-44.2365530184","5.8694521776","133.7308512175","172.2513689939","-10.3420074341","-143.0067440849","132.6647366508","4.8937640536","15.1901342066","113.6469529574","0.0000000000","0.0000000000"
"971","809","-1150.8578242991","0.0000318184","0.9992032155","3.7439171072","526.0256788674","367.5576155399","158.4680633275","256.6714957087","292.2012040670","-35.5297083583","-41.6531865780","6.1234782197","139.5036539330","158.3600795394","-5.6625294054","-139.7637483604","134.1012189551","4.9342052654","13.0866226167","121.4828260509","0.0000000000","0.0000000000"
"972","7756","-1150.8642603875","0.0000316143","0.9992348298","3.7477540581","526.0295158183","367.1317450343","158.8977707840","256.2456252031","292.6647701868","-36.4191449837","-42.2245134733","5.8053684896","134.4495112486","168.9036621075","-10.6884031693","-146.7989861850","136.1105830157","4.9792150215","16.0309740213","113.4393222057","0.0000000000","0.0000000000"
"973","10609","-1150.8874231169","0.0000308904","0.9992657202","3.7615627957","526.0433245559","367.4361451117","158.6071794442","256.5500252804","296.6195789864","-40.0695537059","-45.9659585853","5.8964048794","132.8478320175","173.5693575918","-9.7976106230","-143.8305609215","134.0329502985","4.9856857955","15.3893341124","112.4728121097","0.0000000000","0.0000000000"
"974","8439","-1150.8946634598","0.0000306676","0.9992963878","3.7658792125","526.0476409727","367.5537051815","158.4939357913","256.6675853502","296.0202651136","-39.3526797634","-45.2747858610","5.9221060976","136.8958058523","168.2010017317","-9.0765424703","-146.7230766510","137.6465341806","5.2617815875","15.9398948300","115.6941294348","0.0000000000","0.0000000000"
"975","10177","-1150.8995611655","0.0000305177","0.9993269055","3.7687990382","526.0505607984","365.4724315610","160.5781292374","254.5863117298","290.7510325652","-36.1647208354","-41.8975398130","5.7328189776","135.4555164352","167.3312644090","-12.0357482790","-153.6498769659","141.6141286870","5.3141685746","20.2160473264","109.9253005342","0.0000000000","0.0000000000"
"976","12525","-1150.9094081571","0.0000302187","0.9993571242","3.7746694398","526.0564312000","367.5866788448","158.4697523552","256.7005590136","292.4815391893","-35.7809801757","-41.7139540118","5.9329738361","141.8124253616","161.3488801719","-10.6797663442","-143.9046528183","133.2248864740","4.7944323456","14.2586624623","122.7593305538","0.0000000000","0.0000000000"
"977","4656","-1150.9284729174","0.0000296480","0.9993867723","3.7860351241","526.0677968844","367.5510781179","158.5167187665","256.6649582867","297.4939068797","-40.8289485930","-46.7278881684","5.8989395754","132.7102670854","174.5119356629","-9.7282958686","-144.0334729663","134.3051770977","5.0524950518","15.3960536586","112.2617183750","0.0000000000","0.0000000000"
"978","12011","-1150.9580427740","0.0000287842","0.9994155564","3.8036635470","526.0854253073","365.1070573377","160.9783679696","254.2209375064","292.3780457886","-38.1571082822","-43.8939795889","5.7368713067","136.5176290737","168.2844915014","-12.4240747865","-154.2989428623","141.8748680758","5.1361058729","20.2019828656","111.1795403352","0.0000000000","0.0000000000"
"979","7709","-1150.9582850850","0.0000287772","0.9994443337","3.8038080036","526.0855697639","367.8071975343","158.2783722296","256.9210777031","297.9445755688","-41.0234978657","-46.8271353372","5.8036374715","133.4872880051","175.3730752381","-10.9157876744","-143.9954497013","133.0796620269","4.9732597998","15.5869117227","112.9271164826","0.0000000000","0.0000000000"
"980","5165","-1150.9594037117","0.0000287450","0.9994730787","3.8044748863","526.0862366465","368.2756651616","157.8105714849","257.3895453303","297.3509466903","-39.9614013600","-45.6728960023","5.7114946422","135.7339294507","174.8781255780","-13.2611083383","-149.5698623842","136.3087540459","4.9723938360","18.5343223507","112.2272132639","0.0000000000","0.0000000000"
"981","13403","-1150.9701080088","0.0000284390","0.9995015177","3.8108563808","526.0926181410","368.4546142060","157.6380039350","257.5684943747","296.7541566221","-39.1856622474","-45.1156277237","5.9299654763","136.0785405272","171.5625310339","-10.8869149390","-141.4175753347","130.5306603956","4.8069646803","15.3145423126","115.9570335344","0.0000000000","0.0000000000"
"982","12518","-1150.9731850482","0.0000283516","0.9995298693","3.8126907945","526.0944525548","368.5024711527","157.5919814020","257.6163513215","293.2574968017","-35.6411454802","-41.7460938665","6.1049483863","139.7819436788","160.8429068003","-7.3673536773","-138.2745752259","130.9072215486","4.6638667689","12.6364109894","122.4816659204","0.0000000000","0.0000000000"
"983","13248","-1150.9777459874","0.0000282226","0.9995580919","3.8154098528","526.0971716131","366.9870761258","159.1100954873","256.1009562946","293.5601811404","-37.4592248458","-43.2493704321","5.7901455863","134.2367475553","169.4479358716","-10.1245022865","-145.4717565748","135.3472542883","4.9483877965","14.7748702633","114.5134894955","0.0000000000","0.0000000000"
"984","8502","-1150.9851835472","0.0000280135","0.9995861054","3.8198438429","526.1016056031","368.2875914133","157.8140141898","257.4014715821","300.1460249595","-42.7438294136","-48.5738410542","5.8300116406","132.1416461486","178.5122533977","-10.5078745867","-144.5044140880","133.9965395012","5.0761234368","16.4080314443","110.6574912675","0.0000000000","0.0000000000"
"985","6058","-1150.9946422728","0.0000277497","0.9996138551","3.8254827750","526.1072445353","367.2339649501","158.8732795852","256.3478451189","294.7118062014","-38.3639610825","-44.1378780370","5.7739169545","133.8360673908","172.7559890432","-11.8802502326","-148.5429314358","136.6626812032","5.1215713360","17.7707421815","110.9437538733","0.0000000000","0.0000000000"
"986","8896","-1150.9976278166","0.0000276670","0.9996415221","3.8272626426","526.1090244028","368.8553902221","157.2536341807","257.9692703909","299.4950436453","-41.5257732544","-47.4247943538","5.8990210995","137.3004821439","172.8510948301","-10.6565333287","-142.2969840768","131.6404507481","5.0406357378","16.3032843977","115.9565620084","0.0000000000","0.0000000000"
